"","x"
"550","audSpec_Rfilt_sma.9._upleveltime25"
"551","audSpec_Rfilt_sma.9._upleveltime50"
"552","audSpec_Rfilt_sma.9._upleveltime75"
"553","audSpec_Rfilt_sma.9._upleveltime90"
"554","audSpec_Rfilt_sma.9._risetime"
"555","audSpec_Rfilt_sma.9._leftctime"
"556","audSpec_Rfilt_sma.9._lpgain"
"557","audSpec_Rfilt_sma.9._lpc0"
"558","audSpec_Rfilt_sma.9._lpc1"
"559","audSpec_Rfilt_sma.9._lpc2"
"560","audSpec_Rfilt_sma.9._lpc3"
"561","audSpec_Rfilt_sma.9._lpc4"
"562","audSpec_Rfilt_sma.10._range"
"563","audSpec_Rfilt_sma.10._maxPos"
"564","audSpec_Rfilt_sma.10._minPos"
"565","audSpec_Rfilt_sma.10._quartile1"
"566","audSpec_Rfilt_sma.10._quartile2"
"567","audSpec_Rfilt_sma.10._quartile3"
"568","audSpec_Rfilt_sma.10._iqr1.2"
"569","audSpec_Rfilt_sma.10._iqr2.3"
"570","audSpec_Rfilt_sma.10._iqr1.3"
"571","audSpec_Rfilt_sma.10._percentile1.0"
"572","audSpec_Rfilt_sma.10._percentile99.0"
"573","audSpec_Rfilt_sma.10._pctlrange0.1"
"574","audSpec_Rfilt_sma.10._stddev"
"575","audSpec_Rfilt_sma.10._skewness"
"576","audSpec_Rfilt_sma.10._kurtosis"
"577","audSpec_Rfilt_sma.10._meanSegLen"
"578","audSpec_Rfilt_sma.10._maxSegLen"
"579","audSpec_Rfilt_sma.10._minSegLen"
"580","audSpec_Rfilt_sma.10._segLenStddev"
"581","audSpec_Rfilt_sma.10._upleveltime25"
"582","audSpec_Rfilt_sma.10._upleveltime50"
"583","audSpec_Rfilt_sma.10._upleveltime75"
"584","audSpec_Rfilt_sma.10._upleveltime90"
"585","audSpec_Rfilt_sma.10._risetime"
"586","audSpec_Rfilt_sma.10._leftctime"
"587","audSpec_Rfilt_sma.10._lpgain"
"588","audSpec_Rfilt_sma.10._lpc0"
"589","audSpec_Rfilt_sma.10._lpc1"
"590","audSpec_Rfilt_sma.10._lpc2"
"591","audSpec_Rfilt_sma.10._lpc3"
"592","audSpec_Rfilt_sma.10._lpc4"
"593","audSpec_Rfilt_sma.11._range"
"594","audSpec_Rfilt_sma.11._maxPos"
"595","audSpec_Rfilt_sma.11._minPos"
"596","audSpec_Rfilt_sma.11._quartile1"
"597","audSpec_Rfilt_sma.11._quartile2"
"598","audSpec_Rfilt_sma.11._quartile3"
"599","audSpec_Rfilt_sma.11._iqr1.2"
"600","audSpec_Rfilt_sma.11._iqr2.3"
"601","audSpec_Rfilt_sma.11._iqr1.3"
"602","audSpec_Rfilt_sma.11._percentile1.0"
"603","audSpec_Rfilt_sma.11._percentile99.0"
"604","audSpec_Rfilt_sma.11._pctlrange0.1"
"605","audSpec_Rfilt_sma.11._stddev"
"606","audSpec_Rfilt_sma.11._skewness"
"607","audSpec_Rfilt_sma.11._kurtosis"
"608","audSpec_Rfilt_sma.11._meanSegLen"
"609","audSpec_Rfilt_sma.11._maxSegLen"
"610","audSpec_Rfilt_sma.11._minSegLen"
"611","audSpec_Rfilt_sma.11._segLenStddev"
"612","audSpec_Rfilt_sma.11._upleveltime25"
"613","audSpec_Rfilt_sma.11._upleveltime50"
"614","audSpec_Rfilt_sma.11._upleveltime75"
"615","audSpec_Rfilt_sma.11._upleveltime90"
"616","audSpec_Rfilt_sma.11._risetime"
"617","audSpec_Rfilt_sma.11._leftctime"
"618","audSpec_Rfilt_sma.11._lpgain"
"619","audSpec_Rfilt_sma.11._lpc0"
"620","audSpec_Rfilt_sma.11._lpc1"
"621","audSpec_Rfilt_sma.11._lpc2"
"622","audSpec_Rfilt_sma.11._lpc3"
"623","audSpec_Rfilt_sma.11._lpc4"
"624","audSpec_Rfilt_sma.12._range"
"625","audSpec_Rfilt_sma.12._maxPos"
"626","audSpec_Rfilt_sma.12._minPos"
"627","audSpec_Rfilt_sma.12._quartile1"
"628","audSpec_Rfilt_sma.12._quartile2"
"629","audSpec_Rfilt_sma.12._quartile3"
"630","audSpec_Rfilt_sma.12._iqr1.2"
"631","audSpec_Rfilt_sma.12._iqr2.3"
"632","audSpec_Rfilt_sma.12._iqr1.3"
"633","audSpec_Rfilt_sma.12._percentile1.0"
"634","audSpec_Rfilt_sma.12._percentile99.0"
"635","audSpec_Rfilt_sma.12._pctlrange0.1"
"636","audSpec_Rfilt_sma.12._stddev"
"637","audSpec_Rfilt_sma.12._skewness"
"638","audSpec_Rfilt_sma.12._kurtosis"
"639","audSpec_Rfilt_sma.12._meanSegLen"
"640","audSpec_Rfilt_sma.12._maxSegLen"
"641","audSpec_Rfilt_sma.12._minSegLen"
"642","audSpec_Rfilt_sma.12._segLenStddev"
"643","audSpec_Rfilt_sma.12._upleveltime25"
"644","audSpec_Rfilt_sma.12._upleveltime50"
"645","audSpec_Rfilt_sma.12._upleveltime75"
"646","audSpec_Rfilt_sma.12._upleveltime90"
"647","audSpec_Rfilt_sma.12._risetime"
"648","audSpec_Rfilt_sma.12._leftctime"
"649","audSpec_Rfilt_sma.12._lpgain"
"650","audSpec_Rfilt_sma.12._lpc0"
"651","audSpec_Rfilt_sma.12._lpc1"
"652","audSpec_Rfilt_sma.12._lpc2"
"653","audSpec_Rfilt_sma.12._lpc3"
"654","audSpec_Rfilt_sma.12._lpc4"
"655","audSpec_Rfilt_sma.13._range"
"656","audSpec_Rfilt_sma.13._maxPos"
"657","audSpec_Rfilt_sma.13._minPos"
"658","audSpec_Rfilt_sma.13._quartile1"
"659","audSpec_Rfilt_sma.13._quartile2"
"660","audSpec_Rfilt_sma.13._quartile3"
"661","audSpec_Rfilt_sma.13._iqr1.2"
"662","audSpec_Rfilt_sma.13._iqr2.3"
"663","audSpec_Rfilt_sma.13._iqr1.3"
"664","audSpec_Rfilt_sma.13._percentile1.0"
"665","audSpec_Rfilt_sma.13._percentile99.0"
"666","audSpec_Rfilt_sma.13._pctlrange0.1"
"667","audSpec_Rfilt_sma.13._stddev"
"668","audSpec_Rfilt_sma.13._skewness"
"669","audSpec_Rfilt_sma.13._kurtosis"
"670","audSpec_Rfilt_sma.13._meanSegLen"
"671","audSpec_Rfilt_sma.13._maxSegLen"
"672","audSpec_Rfilt_sma.13._minSegLen"
"673","audSpec_Rfilt_sma.13._segLenStddev"
"674","audSpec_Rfilt_sma.13._upleveltime25"
"675","audSpec_Rfilt_sma.13._upleveltime50"
"676","audSpec_Rfilt_sma.13._upleveltime75"
"677","audSpec_Rfilt_sma.13._upleveltime90"
"678","audSpec_Rfilt_sma.13._risetime"
"679","audSpec_Rfilt_sma.13._leftctime"
"680","audSpec_Rfilt_sma.13._lpgain"
"681","audSpec_Rfilt_sma.13._lpc0"
"682","audSpec_Rfilt_sma.13._lpc1"
"683","audSpec_Rfilt_sma.13._lpc2"
"684","audSpec_Rfilt_sma.13._lpc3"
"685","audSpec_Rfilt_sma.13._lpc4"
"686","audSpec_Rfilt_sma.14._range"
"687","audSpec_Rfilt_sma.14._maxPos"
"688","audSpec_Rfilt_sma.14._minPos"
"689","audSpec_Rfilt_sma.14._quartile1"
"690","audSpec_Rfilt_sma.14._quartile2"
"691","audSpec_Rfilt_sma.14._quartile3"
"692","audSpec_Rfilt_sma.14._iqr1.2"
"693","audSpec_Rfilt_sma.14._iqr2.3"
"694","audSpec_Rfilt_sma.14._iqr1.3"
"695","audSpec_Rfilt_sma.14._percentile1.0"
"696","audSpec_Rfilt_sma.14._percentile99.0"
"697","audSpec_Rfilt_sma.14._pctlrange0.1"
"698","audSpec_Rfilt_sma.14._stddev"
"699","audSpec_Rfilt_sma.14._skewness"
"700","audSpec_Rfilt_sma.14._kurtosis"
"701","audSpec_Rfilt_sma.14._meanSegLen"
"702","audSpec_Rfilt_sma.14._maxSegLen"
"703","audSpec_Rfilt_sma.14._minSegLen"
"704","audSpec_Rfilt_sma.14._segLenStddev"
"705","audSpec_Rfilt_sma.14._upleveltime25"
"706","audSpec_Rfilt_sma.14._upleveltime50"
"707","audSpec_Rfilt_sma.14._upleveltime75"
"708","audSpec_Rfilt_sma.14._upleveltime90"
"709","audSpec_Rfilt_sma.14._risetime"
"710","audSpec_Rfilt_sma.14._leftctime"
"711","audSpec_Rfilt_sma.14._lpgain"
"712","audSpec_Rfilt_sma.14._lpc0"
"713","audSpec_Rfilt_sma.14._lpc1"
"714","audSpec_Rfilt_sma.14._lpc2"
"715","audSpec_Rfilt_sma.14._lpc3"
"716","audSpec_Rfilt_sma.14._lpc4"
"717","audSpec_Rfilt_sma.15._range"
"718","audSpec_Rfilt_sma.15._maxPos"
"719","audSpec_Rfilt_sma.15._minPos"
"720","audSpec_Rfilt_sma.15._quartile1"
"721","audSpec_Rfilt_sma.15._quartile2"
"722","audSpec_Rfilt_sma.15._quartile3"
"723","audSpec_Rfilt_sma.15._iqr1.2"
"724","audSpec_Rfilt_sma.15._iqr2.3"
"725","audSpec_Rfilt_sma.15._iqr1.3"
"726","audSpec_Rfilt_sma.15._percentile1.0"
"727","audSpec_Rfilt_sma.15._percentile99.0"
"728","audSpec_Rfilt_sma.15._pctlrange0.1"
"729","audSpec_Rfilt_sma.15._stddev"
"730","audSpec_Rfilt_sma.15._skewness"
"731","audSpec_Rfilt_sma.15._kurtosis"
"732","audSpec_Rfilt_sma.15._meanSegLen"
"733","audSpec_Rfilt_sma.15._maxSegLen"
"734","audSpec_Rfilt_sma.15._minSegLen"
"735","audSpec_Rfilt_sma.15._segLenStddev"
"736","audSpec_Rfilt_sma.15._upleveltime25"
"737","audSpec_Rfilt_sma.15._upleveltime50"
"738","audSpec_Rfilt_sma.15._upleveltime75"
"739","audSpec_Rfilt_sma.15._upleveltime90"
"740","audSpec_Rfilt_sma.15._risetime"
"741","audSpec_Rfilt_sma.15._leftctime"
"742","audSpec_Rfilt_sma.15._lpgain"
"743","audSpec_Rfilt_sma.15._lpc0"
"744","audSpec_Rfilt_sma.15._lpc1"
"745","audSpec_Rfilt_sma.15._lpc2"
"746","audSpec_Rfilt_sma.15._lpc3"
"747","audSpec_Rfilt_sma.15._lpc4"
"748","audSpec_Rfilt_sma.16._range"
"749","audSpec_Rfilt_sma.16._maxPos"
"750","audSpec_Rfilt_sma.16._minPos"
"751","audSpec_Rfilt_sma.16._quartile1"
"752","audSpec_Rfilt_sma.16._quartile2"
"753","audSpec_Rfilt_sma.16._quartile3"
"754","audSpec_Rfilt_sma.16._iqr1.2"
"755","audSpec_Rfilt_sma.16._iqr2.3"
"756","audSpec_Rfilt_sma.16._iqr1.3"
"757","audSpec_Rfilt_sma.16._percentile1.0"
"758","audSpec_Rfilt_sma.16._percentile99.0"
"759","audSpec_Rfilt_sma.16._pctlrange0.1"
"760","audSpec_Rfilt_sma.16._stddev"
"761","audSpec_Rfilt_sma.16._skewness"
"762","audSpec_Rfilt_sma.16._kurtosis"
"763","audSpec_Rfilt_sma.16._meanSegLen"
"764","audSpec_Rfilt_sma.16._maxSegLen"
"765","audSpec_Rfilt_sma.16._minSegLen"
"766","audSpec_Rfilt_sma.16._segLenStddev"
"767","audSpec_Rfilt_sma.16._upleveltime25"
"768","audSpec_Rfilt_sma.16._upleveltime50"
"769","audSpec_Rfilt_sma.16._upleveltime75"
"770","audSpec_Rfilt_sma.16._upleveltime90"
"771","audSpec_Rfilt_sma.16._risetime"
"772","audSpec_Rfilt_sma.16._leftctime"
"773","audSpec_Rfilt_sma.16._lpgain"
"774","audSpec_Rfilt_sma.16._lpc0"
"775","audSpec_Rfilt_sma.16._lpc1"
"776","audSpec_Rfilt_sma.16._lpc2"
"777","audSpec_Rfilt_sma.16._lpc3"
"778","audSpec_Rfilt_sma.16._lpc4"
"779","audSpec_Rfilt_sma.17._range"
"780","audSpec_Rfilt_sma.17._maxPos"
"781","audSpec_Rfilt_sma.17._minPos"
"782","audSpec_Rfilt_sma.17._quartile1"
"783","audSpec_Rfilt_sma.17._quartile2"
"784","audSpec_Rfilt_sma.17._quartile3"
"785","audSpec_Rfilt_sma.17._iqr1.2"
"786","audSpec_Rfilt_sma.17._iqr2.3"
"787","audSpec_Rfilt_sma.17._iqr1.3"
"788","audSpec_Rfilt_sma.17._percentile1.0"
"789","audSpec_Rfilt_sma.17._percentile99.0"
"790","audSpec_Rfilt_sma.17._pctlrange0.1"
"791","audSpec_Rfilt_sma.17._stddev"
"792","audSpec_Rfilt_sma.17._skewness"
"793","audSpec_Rfilt_sma.17._kurtosis"
"794","audSpec_Rfilt_sma.17._meanSegLen"
"795","audSpec_Rfilt_sma.17._maxSegLen"
"796","audSpec_Rfilt_sma.17._minSegLen"
"797","audSpec_Rfilt_sma.17._segLenStddev"
"798","audSpec_Rfilt_sma.17._upleveltime25"
"799","audSpec_Rfilt_sma.17._upleveltime50"
"800","audSpec_Rfilt_sma.17._upleveltime75"
"801","audSpec_Rfilt_sma.17._upleveltime90"
"802","audSpec_Rfilt_sma.17._risetime"
"803","audSpec_Rfilt_sma.17._leftctime"
"804","audSpec_Rfilt_sma.17._lpgain"
"805","audSpec_Rfilt_sma.17._lpc0"
"806","audSpec_Rfilt_sma.17._lpc1"
"807","audSpec_Rfilt_sma.17._lpc2"
"808","audSpec_Rfilt_sma.17._lpc3"
"809","audSpec_Rfilt_sma.17._lpc4"
"810","audSpec_Rfilt_sma.18._range"
"811","audSpec_Rfilt_sma.18._maxPos"
"812","audSpec_Rfilt_sma.18._minPos"
"813","audSpec_Rfilt_sma.18._quartile1"
"814","audSpec_Rfilt_sma.18._quartile2"
"815","audSpec_Rfilt_sma.18._quartile3"
"816","audSpec_Rfilt_sma.18._iqr1.2"
"817","audSpec_Rfilt_sma.18._iqr2.3"
"818","audSpec_Rfilt_sma.18._iqr1.3"
"819","audSpec_Rfilt_sma.18._percentile1.0"
"820","audSpec_Rfilt_sma.18._percentile99.0"
"821","audSpec_Rfilt_sma.18._pctlrange0.1"
"822","audSpec_Rfilt_sma.18._stddev"
"823","audSpec_Rfilt_sma.18._skewness"
"824","audSpec_Rfilt_sma.18._kurtosis"
"825","audSpec_Rfilt_sma.18._meanSegLen"
"826","audSpec_Rfilt_sma.18._maxSegLen"
"827","audSpec_Rfilt_sma.18._minSegLen"
"828","audSpec_Rfilt_sma.18._segLenStddev"
"829","audSpec_Rfilt_sma.18._upleveltime25"
"830","audSpec_Rfilt_sma.18._upleveltime50"
"831","audSpec_Rfilt_sma.18._upleveltime75"
"832","audSpec_Rfilt_sma.18._upleveltime90"
"833","audSpec_Rfilt_sma.18._risetime"
"834","audSpec_Rfilt_sma.18._leftctime"
"835","audSpec_Rfilt_sma.18._lpgain"
"836","audSpec_Rfilt_sma.18._lpc0"
"837","audSpec_Rfilt_sma.18._lpc1"
"838","audSpec_Rfilt_sma.18._lpc2"
"839","audSpec_Rfilt_sma.18._lpc3"
"840","audSpec_Rfilt_sma.18._lpc4"
"841","audSpec_Rfilt_sma.19._range"
"842","audSpec_Rfilt_sma.19._maxPos"
"843","audSpec_Rfilt_sma.19._minPos"
"844","audSpec_Rfilt_sma.19._quartile1"
"845","audSpec_Rfilt_sma.19._quartile2"
"846","audSpec_Rfilt_sma.19._quartile3"
"847","audSpec_Rfilt_sma.19._iqr1.2"
"848","audSpec_Rfilt_sma.19._iqr2.3"
"849","audSpec_Rfilt_sma.19._iqr1.3"
"850","audSpec_Rfilt_sma.19._percentile1.0"
"851","audSpec_Rfilt_sma.19._percentile99.0"
"852","audSpec_Rfilt_sma.19._pctlrange0.1"
"853","audSpec_Rfilt_sma.19._stddev"
"854","audSpec_Rfilt_sma.19._skewness"
"855","audSpec_Rfilt_sma.19._kurtosis"
"856","audSpec_Rfilt_sma.19._meanSegLen"
"857","audSpec_Rfilt_sma.19._maxSegLen"
"858","audSpec_Rfilt_sma.19._minSegLen"
"859","audSpec_Rfilt_sma.19._segLenStddev"
"860","audSpec_Rfilt_sma.19._upleveltime25"
"861","audSpec_Rfilt_sma.19._upleveltime50"
"862","audSpec_Rfilt_sma.19._upleveltime75"
"863","audSpec_Rfilt_sma.19._upleveltime90"
"864","audSpec_Rfilt_sma.19._risetime"
"865","audSpec_Rfilt_sma.19._leftctime"
"866","audSpec_Rfilt_sma.19._lpgain"
"867","audSpec_Rfilt_sma.19._lpc0"
"868","audSpec_Rfilt_sma.19._lpc1"
"869","audSpec_Rfilt_sma.19._lpc2"
"870","audSpec_Rfilt_sma.19._lpc3"
"871","audSpec_Rfilt_sma.19._lpc4"
"872","audSpec_Rfilt_sma.20._range"
"873","audSpec_Rfilt_sma.20._maxPos"
"874","audSpec_Rfilt_sma.20._minPos"
"875","audSpec_Rfilt_sma.20._quartile1"
"876","audSpec_Rfilt_sma.20._quartile2"
"877","audSpec_Rfilt_sma.20._quartile3"
"878","audSpec_Rfilt_sma.20._iqr1.2"
"879","audSpec_Rfilt_sma.20._iqr2.3"
"880","audSpec_Rfilt_sma.20._iqr1.3"
"881","audSpec_Rfilt_sma.20._percentile1.0"
"882","audSpec_Rfilt_sma.20._percentile99.0"
"883","audSpec_Rfilt_sma.20._pctlrange0.1"
"884","audSpec_Rfilt_sma.20._stddev"
"885","audSpec_Rfilt_sma.20._skewness"
"886","audSpec_Rfilt_sma.20._kurtosis"
"887","audSpec_Rfilt_sma.20._meanSegLen"
"888","audSpec_Rfilt_sma.20._maxSegLen"
"889","audSpec_Rfilt_sma.20._minSegLen"
"890","audSpec_Rfilt_sma.20._segLenStddev"
"891","audSpec_Rfilt_sma.20._upleveltime25"
"892","audSpec_Rfilt_sma.20._upleveltime50"
"893","audSpec_Rfilt_sma.20._upleveltime75"
"894","audSpec_Rfilt_sma.20._upleveltime90"
"895","audSpec_Rfilt_sma.20._risetime"
"896","audSpec_Rfilt_sma.20._leftctime"
"897","audSpec_Rfilt_sma.20._lpgain"
"898","audSpec_Rfilt_sma.20._lpc0"
"899","audSpec_Rfilt_sma.20._lpc1"
"900","audSpec_Rfilt_sma.20._lpc2"
"901","audSpec_Rfilt_sma.20._lpc3"
"902","audSpec_Rfilt_sma.20._lpc4"
"903","audSpec_Rfilt_sma.21._range"
"904","audSpec_Rfilt_sma.21._maxPos"
"905","audSpec_Rfilt_sma.21._minPos"
"906","audSpec_Rfilt_sma.21._quartile1"
"907","audSpec_Rfilt_sma.21._quartile2"
"908","audSpec_Rfilt_sma.21._quartile3"
"909","audSpec_Rfilt_sma.21._iqr1.2"
"910","audSpec_Rfilt_sma.21._iqr2.3"
"911","audSpec_Rfilt_sma.21._iqr1.3"
"912","audSpec_Rfilt_sma.21._percentile1.0"
"913","audSpec_Rfilt_sma.21._percentile99.0"
"914","audSpec_Rfilt_sma.21._pctlrange0.1"
"915","audSpec_Rfilt_sma.21._stddev"
"916","audSpec_Rfilt_sma.21._skewness"
"917","audSpec_Rfilt_sma.21._kurtosis"
"918","audSpec_Rfilt_sma.21._meanSegLen"
"919","audSpec_Rfilt_sma.21._maxSegLen"
"920","audSpec_Rfilt_sma.21._minSegLen"
"921","audSpec_Rfilt_sma.21._segLenStddev"
"922","audSpec_Rfilt_sma.21._upleveltime25"
"923","audSpec_Rfilt_sma.21._upleveltime50"
"924","audSpec_Rfilt_sma.21._upleveltime75"
"925","audSpec_Rfilt_sma.21._upleveltime90"
"926","audSpec_Rfilt_sma.21._risetime"
"927","audSpec_Rfilt_sma.21._leftctime"
"928","audSpec_Rfilt_sma.21._lpgain"
"929","audSpec_Rfilt_sma.21._lpc0"
"930","audSpec_Rfilt_sma.21._lpc1"
"931","audSpec_Rfilt_sma.21._lpc2"
"932","audSpec_Rfilt_sma.21._lpc3"
"933","audSpec_Rfilt_sma.21._lpc4"
"934","audSpec_Rfilt_sma.22._range"
"935","audSpec_Rfilt_sma.22._maxPos"
"936","audSpec_Rfilt_sma.22._minPos"
"937","audSpec_Rfilt_sma.22._quartile1"
"938","audSpec_Rfilt_sma.22._quartile2"
"939","audSpec_Rfilt_sma.22._quartile3"
"940","audSpec_Rfilt_sma.22._iqr1.2"
"941","audSpec_Rfilt_sma.22._iqr2.3"
"942","audSpec_Rfilt_sma.22._iqr1.3"
"943","audSpec_Rfilt_sma.22._percentile1.0"
"944","audSpec_Rfilt_sma.22._percentile99.0"
"945","audSpec_Rfilt_sma.22._pctlrange0.1"
"946","audSpec_Rfilt_sma.22._stddev"
"947","audSpec_Rfilt_sma.22._skewness"
"948","audSpec_Rfilt_sma.22._kurtosis"
"949","audSpec_Rfilt_sma.22._meanSegLen"
"950","audSpec_Rfilt_sma.22._maxSegLen"
"951","audSpec_Rfilt_sma.22._minSegLen"
"952","audSpec_Rfilt_sma.22._segLenStddev"
"953","audSpec_Rfilt_sma.22._upleveltime25"
"954","audSpec_Rfilt_sma.22._upleveltime50"
"955","audSpec_Rfilt_sma.22._upleveltime75"
"956","audSpec_Rfilt_sma.22._upleveltime90"
"957","audSpec_Rfilt_sma.22._risetime"
"958","audSpec_Rfilt_sma.22._leftctime"
"959","audSpec_Rfilt_sma.22._lpgain"
"960","audSpec_Rfilt_sma.22._lpc0"
"961","audSpec_Rfilt_sma.22._lpc1"
"962","audSpec_Rfilt_sma.22._lpc2"
"963","audSpec_Rfilt_sma.22._lpc3"
"964","audSpec_Rfilt_sma.22._lpc4"
"965","audSpec_Rfilt_sma.23._range"
"966","audSpec_Rfilt_sma.23._maxPos"
"967","audSpec_Rfilt_sma.23._minPos"
"968","audSpec_Rfilt_sma.23._quartile1"
"969","audSpec_Rfilt_sma.23._quartile2"
"970","audSpec_Rfilt_sma.23._quartile3"
"971","audSpec_Rfilt_sma.23._iqr1.2"
"972","audSpec_Rfilt_sma.23._iqr2.3"
"973","audSpec_Rfilt_sma.23._iqr1.3"
"974","audSpec_Rfilt_sma.23._percentile1.0"
"975","audSpec_Rfilt_sma.23._percentile99.0"
"976","audSpec_Rfilt_sma.23._pctlrange0.1"
"977","audSpec_Rfilt_sma.23._stddev"
"978","audSpec_Rfilt_sma.23._skewness"
"979","audSpec_Rfilt_sma.23._kurtosis"
"980","audSpec_Rfilt_sma.23._meanSegLen"
"981","audSpec_Rfilt_sma.23._maxSegLen"
"982","audSpec_Rfilt_sma.23._minSegLen"
"983","audSpec_Rfilt_sma.23._segLenStddev"
"984","audSpec_Rfilt_sma.23._upleveltime25"
"985","audSpec_Rfilt_sma.23._upleveltime50"
"986","audSpec_Rfilt_sma.23._upleveltime75"
"987","audSpec_Rfilt_sma.23._upleveltime90"
"988","audSpec_Rfilt_sma.23._risetime"
"989","audSpec_Rfilt_sma.23._leftctime"
"990","audSpec_Rfilt_sma.23._lpgain"
"991","audSpec_Rfilt_sma.23._lpc0"
"992","audSpec_Rfilt_sma.23._lpc1"
"993","audSpec_Rfilt_sma.23._lpc2"
"994","audSpec_Rfilt_sma.23._lpc3"
"995","audSpec_Rfilt_sma.23._lpc4"
"996","audSpec_Rfilt_sma.24._range"
"997","audSpec_Rfilt_sma.24._maxPos"
"998","audSpec_Rfilt_sma.24._minPos"
"999","audSpec_Rfilt_sma.24._quartile1"
"1000","audSpec_Rfilt_sma.24._quartile2"
"1001","audSpec_Rfilt_sma.24._quartile3"
"1002","audSpec_Rfilt_sma.24._iqr1.2"
"1003","audSpec_Rfilt_sma.24._iqr2.3"
"1004","audSpec_Rfilt_sma.24._iqr1.3"
"1005","audSpec_Rfilt_sma.24._percentile1.0"
"1006","audSpec_Rfilt_sma.24._percentile99.0"
"1007","audSpec_Rfilt_sma.24._pctlrange0.1"
"1008","audSpec_Rfilt_sma.24._stddev"
"1009","audSpec_Rfilt_sma.24._skewness"
"1010","audSpec_Rfilt_sma.24._kurtosis"
"1011","audSpec_Rfilt_sma.24._meanSegLen"
"1012","audSpec_Rfilt_sma.24._maxSegLen"
"1013","audSpec_Rfilt_sma.24._minSegLen"
"1014","audSpec_Rfilt_sma.24._segLenStddev"
"1015","audSpec_Rfilt_sma.24._upleveltime25"
"1016","audSpec_Rfilt_sma.24._upleveltime50"
"1017","audSpec_Rfilt_sma.24._upleveltime75"
"1018","audSpec_Rfilt_sma.24._upleveltime90"
"1019","audSpec_Rfilt_sma.24._risetime"
"1020","audSpec_Rfilt_sma.24._leftctime"
"1021","audSpec_Rfilt_sma.24._lpgain"
"1022","audSpec_Rfilt_sma.24._lpc0"
"1023","audSpec_Rfilt_sma.24._lpc1"
"1024","audSpec_Rfilt_sma.24._lpc2"
"1025","audSpec_Rfilt_sma.24._lpc3"
"1026","audSpec_Rfilt_sma.24._lpc4"
"1027","audSpec_Rfilt_sma.25._range"
"1028","audSpec_Rfilt_sma.25._maxPos"
"1029","audSpec_Rfilt_sma.25._minPos"
"1030","audSpec_Rfilt_sma.25._quartile1"
"1031","audSpec_Rfilt_sma.25._quartile2"
"1032","audSpec_Rfilt_sma.25._quartile3"
"1033","audSpec_Rfilt_sma.25._iqr1.2"
"1034","audSpec_Rfilt_sma.25._iqr2.3"
"1035","audSpec_Rfilt_sma.25._iqr1.3"
"1036","audSpec_Rfilt_sma.25._percentile1.0"
"1037","audSpec_Rfilt_sma.25._percentile99.0"
"1038","audSpec_Rfilt_sma.25._pctlrange0.1"
"1039","audSpec_Rfilt_sma.25._stddev"
"1040","audSpec_Rfilt_sma.25._skewness"
"1041","audSpec_Rfilt_sma.25._kurtosis"
"1042","audSpec_Rfilt_sma.25._meanSegLen"
"1043","audSpec_Rfilt_sma.25._maxSegLen"
"1044","audSpec_Rfilt_sma.25._minSegLen"
"1045","audSpec_Rfilt_sma.25._segLenStddev"
"1046","audSpec_Rfilt_sma.25._upleveltime25"
"1047","audSpec_Rfilt_sma.25._upleveltime50"
"1048","audSpec_Rfilt_sma.25._upleveltime75"
"1049","audSpec_Rfilt_sma.25._upleveltime90"
"1050","audSpec_Rfilt_sma.25._risetime"
"1051","audSpec_Rfilt_sma.25._leftctime"
"1052","audSpec_Rfilt_sma.25._lpgain"
"1053","audSpec_Rfilt_sma.25._lpc0"
"1054","audSpec_Rfilt_sma.25._lpc1"
"1055","audSpec_Rfilt_sma.25._lpc2"
"1056","audSpec_Rfilt_sma.25._lpc3"
"1057","audSpec_Rfilt_sma.25._lpc4"
"1058","pcm_fftMag_fband250.650_sma_range"
"1059","pcm_fftMag_fband250.650_sma_maxPos"
"1060","pcm_fftMag_fband250.650_sma_minPos"
"1061","pcm_fftMag_fband250.650_sma_quartile1"
"1062","pcm_fftMag_fband250.650_sma_quartile2"
"1063","pcm_fftMag_fband250.650_sma_quartile3"
"1064","pcm_fftMag_fband250.650_sma_iqr1.2"
"1065","pcm_fftMag_fband250.650_sma_iqr2.3"
"1066","pcm_fftMag_fband250.650_sma_iqr1.3"
"1067","pcm_fftMag_fband250.650_sma_percentile1.0"
"1068","pcm_fftMag_fband250.650_sma_percentile99.0"
"1069","pcm_fftMag_fband250.650_sma_pctlrange0.1"
"1070","pcm_fftMag_fband250.650_sma_stddev"
"1071","pcm_fftMag_fband250.650_sma_skewness"
"1072","pcm_fftMag_fband250.650_sma_kurtosis"
"1073","pcm_fftMag_fband250.650_sma_meanSegLen"
"1074","pcm_fftMag_fband250.650_sma_maxSegLen"
"1075","pcm_fftMag_fband250.650_sma_minSegLen"
"1076","pcm_fftMag_fband250.650_sma_segLenStddev"
"1077","pcm_fftMag_fband250.650_sma_upleveltime25"
"1078","pcm_fftMag_fband250.650_sma_upleveltime50"
"1079","pcm_fftMag_fband250.650_sma_upleveltime75"
"1080","pcm_fftMag_fband250.650_sma_upleveltime90"
"1081","pcm_fftMag_fband250.650_sma_risetime"
"1082","pcm_fftMag_fband250.650_sma_leftctime"
"1083","pcm_fftMag_fband250.650_sma_lpgain"
"1084","pcm_fftMag_fband250.650_sma_lpc0"
"1085","pcm_fftMag_fband250.650_sma_lpc1"
"1086","pcm_fftMag_fband250.650_sma_lpc2"
